,OBJECTID_1,INCIDENT_ID,OFFENSE_ID,OFFENSE_CODE,OFFENSE_CODE_EXTENSION,TOP_TRAFFIC_ACCIDENT_OFFENSE,FIRST_OCCURRENCE_DATE,LAST_OCCURRENCE_DATE,REPORTED_DATE,INCIDENT_ADDRESS,GEO_X,GEO_Y,GEO_LON,GEO_LAT,DISTRICT_ID,PRECINCT_ID,NEIGHBORHOOD_ID,BICYCLE_IND,PEDESTRIAN_IND,HARMFUL_EVENT_SEQ_1,HARMFUL_EVENT_SEQ_2,HARMFUL_EVENT_SEQ_3,ROAD_LOCATION,ROAD_DESCRIPTION,ROAD_CONTOUR,ROAD_CONDITION,LIGHT_CONDITION,TU1_VEHICLE_TYPE,TU1_TRAVEL_DIRECTION,TU1_VEHICLE_MOVEMENT,TU1_DRIVER_ACTION,TU1_DRIVER_HUMANCONTRIBFACTOR,TU1_PEDESTRIAN_ACTION,TU2_VEHICLE_TYPE,TU2_TRAVEL_DIRECTION,TU2_VEHICLE_MOVEMENT,TU2_DRIVER_ACTION,TU2_DRIVER_HUMANCONTRIBFACTOR,TU2_PEDESTRIAN_ACTION,SERIOUSLY_INJURED,FATALITIES,FATALITY_MODE_1,FATALITY_MODE_2,SERIOUSLY_INJURED_MODE_1,SERIOUSLY_INJURED_MODE_2,HUMAN_FACTOR,INJURY
4453,4454,2018573876.0,201857000000000.0,5441,0,TRAF - ACCIDENT               ,8/22/2018 17:49,,8/22/2018 17:49,E 37TH AVE / N MARION ST,3148393.0,1705115.0,-104.9721132,39.76816337,2.0,211.0,Cole,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,SUV,WEST,GOING STRAIGHT,FAILED TO YIELD ROW,AGGRESSIVE DRIVING,  ,SUV,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,SUV,  ,AGGRESSIVE DRIVING,1
166215,166216,2019354223.0,201935000000000.0,5441,0,TRAF - ACCIDENT               ,6/6/2019 21:30,,6/6/2019 21:52,W ALAMEDA AVE / S SANTA FE DR,3141472.0,1684323.0,-104.9971426,39.71119337,3.0,312.0,Baker,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,NORTH,MAKING LEFT TURN,FAILED TO YIELD ROW,NO APPARENT,  ,MOTORCYCLE,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,MOTORCYCLE,  ,OTHER,1
106965,106966,2016376039.0,201638000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,6/15/2016 16:32,,6/15/2016 16:32,LAWRENCE ST / E 36TH AVE,3148227.0,1704682.0,-104.9727127,39.76697736,2.0,211.0,Cole,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,NORTHWEST,GOING STRAIGHT,CARELESS DRIVING,OTHER,  ,BICYCLE,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,BICYCLE,  ,OTHER,1
20864,20865,2018798756.0,201880000000000.0,5441,2,TRAF - ACCIDENT - FATAL       ,11/24/2018 20:33,,11/24/2018 21:55,4800 BLOCK W HAMPDEN AVE,3127984.0,1663263.0,-105.04545890000001,39.65357368,4.0,423.0,Fort Logan,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,WET,DARK-LIGHTED,BICYCLE,SOUTH,GOING STRAIGHT,CARELESS DRIVING,DISTRACTED-OTHER,  ,PASSENGER CAR/VAN,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,1.0,BICYCLE,  ,  ,  ,DISTRACTED,1
132136,132137,2017393181.0,201739000000000.0,5441,0,TRAF - ACCIDENT               ,6/16/2017 7:45,,6/16/2017 9:03,777 N BANNOCK ST,3143312.0,1690483.0,-104.99047970000001,39.72807567,1.0,123.0,Lincoln Park,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,WEST,GOING STRAIGHT,FAILED TO STOP AT SIGNAL,NO APPARENT,  ,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,  ,NO APPARENT,  ,1.0,0.0,  ,  ,BICYCLE,  ,OTHER,1
82193,82194,2015441772.0,201544000000000.0,5441,0,TRAF - ACCIDENT               ,26:00.0,,26:00.0,LEETSDALE DR / S MONACO ST,3165209.0,1681444.0,-104.9128385,39.70289899,3.0,322.0,Washington Virginia Vale,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,DRIVEWAY ACCESS RELATED,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,SUV,SOUTHEAST,MAKING LEFT TURN,FAILED TO YIELD ROW,NO APPARENT,  ,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,OTHER,1
177543,177544,2019808947.0,201981000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,12/24/2019 19:59,,12/24/2019 23:32,E 14TH AVE / N PENNSYLVANIA ST,3145934.0,1694270.0,-104.98108090000001,39.73843095,6.0,623.0,Capitol Hill,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,SUV,EAST,GOING STRAIGHT,FAILED TO STOP AT SIGNAL,OTHER,  ,SUV,SOUTH,GOING STRAIGHT,OTHER,OTHER,  ,1.0,0.0,  ,  ,SUV,  ,OTHER,1
111595,111596,2016770277.0,201677000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,12/3/2016 3:28,,12/3/2016 4:26,1600 BLOCK N LAFAYETTE ST,3148811.0,1695500.0,-104.97082549999999,39.74176196,6.0,622.0,City Park West,0.0,1.0,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,OTHER-NONCOLLISION,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,SUV,NORTH,OTHER,CARELESS DRIVING,DUI/DWAI/DUID,  ,OTHER,  ,  ,  ,  ,OTHER,1.0,0.0,  ,  ,OTHER,  ,DUI/DWAI/DUID,1
166260,166261,2019605366.0,201961000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,9/21/2019 16:29,,9/21/2019 16:50,3900 E BUCHTEL BLVD,3157049.0,1673093.0,-104.94202109999999,39.68011486,3.0,314.0,University Park,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,SOUTHWEST,MAKING LEFT TURN,CARELESS DRIVING,OTHER,  ,PASSENGER CAR/VAN,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,OTHER,1
96111,96112,201676525.0,20167700000000.0,5441,0,TRAF - ACCIDENT               ,2/5/2016 18:36,,2/5/2016 18:36,I70 HWYEB / I270 HWYEB,3169593.0,1708924.0,-104.8966094,39.77825723,5.0,512.0,Stapleton,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,HIGHWAY INTERCHANGE,STRAIGHT ON-GRADE,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,EAST,GOING STRAIGHT,FOLLOWED TOO CLOSELY,NO APPARENT,  ,PASSENGER CAR/VAN,EAST,SLOWING,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,OTHER,1
145144,145145,2017590170.0,201759000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,9/3/2017 2:57,,9/3/2017 2:57,W MISSISSIPPI AVE / S PLATTE RIVER DR,3142682.0,1679036.0,-104.99294669999999,39.69666094,4.0,422.0,Ruby Hill,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,LIGHT/UTILITY POLE,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,FAILED TO STOP AT SIGNAL,ASLEEP AT THE WHEEL,  ,PICKUP TRUCK/UTILITY VAN WITH TRAILIER,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,ASLEEP AT THE WHEEL,1
76817,76818,2015271114.0,201527000000000.0,5441,0,TRAF - ACCIDENT               ,5/17/2015 14:33,,5/17/2015 14:51,E SPEER BLVD / N CORONA ST,3147951.0,1687162.0,-104.9740553,39.718886299999994,3.0,311.0,Speer,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,CURVE ON-LEVEL,DRY,DAY LIGHT,SUV,NORTH,MAKING LEFT TURN,TURNED FROM WRONG LANE OR POSITION,DRIVER UNFAMILIAR WITH AREA,  ,MOTORCYCLE,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,MOTORCYCLE,  ,DRIVER UNFAMILIAR WITH AREA,1
56109,56110,2014401895.0,201440000000000.0,5441,0,TRAF - ACCIDENT               ,8/2/2014 11:45,,8/2/2014 13:29,W YALE AVE / S WEBSTER ST,3118603.0,1668380.0,-105.0786912,39.66774537,4.0,423.0,Bear Valley,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,FAILED TO YIELD ROW,DISTRACTED-OTHER,  ,SUV,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,DISTRACTED,1
122457,122458,2017226263.0,201723000000000.0,5441,0,TRAF - ACCIDENT               ,4/7/2017 19:52,,4/7/2017 20:18,E HAMPDEN AVE / S FLORENCE ST,3176824.0,1663359.0,-104.87200379999999,39.65303837,3.0,323.0,Kennedy,0.0,0.0,OTHER FIXED OBJECT,  ,OTHER FIXED OBJECT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,MOTORCYCLE,EAST,GOING STRAIGHT,RECKLESS DRIVING,AGGRESSIVE DRIVING,  ,  ,  ,  ,  ,  ,  ,1.0,0.0,  ,  ,MOTORCYCLE,  ,AGGRESSIVE DRIVING,1
96092,96093,201662554.0,20166300000000.0,5441,1,TRAF - ACCIDENT - SBI         ,1/29/2016 22:49,,1/29/2016 22:49,N SHERIDAN BLVD / W 17TH AVE,3125639.0,1696183.0,-105.0532122,39.74397861,1.0,121.0,West Colfax,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,FRONT TO REAR WITH MV IN TRANSPORT,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-GRADE,DRY,DARK-LIGHTED,SUV,NORTH,GOING STRAIGHT,CARELESS DRIVING,DUI/DWAI/DUID,  ,PASSENGER CAR/VAN,NORTH,STOPPED IN TRAFFIC,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,DUI/DWAI/DUID,1
37557,37558,2013510795.0,201351000000000.0,5441,0,TRAF - ACCIDENT               ,10/23/2013 9:10,,10/23/2013 10:05,I25 HWYNB / S WASHINGTON ST,3146540.0,1678217.0,-104.97925330000001,39.69435269,3.0,312.0,Washington Park West,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,  ,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PICKUP TRUCK/UTILITY VAN,NORTH,GOING STRAIGHT,FOLLOWED TOO CLOSELY,NO APPARENT,  ,SUV,NORTH,STOPPED IN TRAFFIC,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,SUV,  ,OTHER,1
96089,96090,201662172.0,20166200000000.0,5441,2,TRAF - ACCIDENT - FATAL       ,1/29/2016 19:51,,1/29/2016 20:13,8400 BLOCK E COLFAX AVE,3171475.0,1694928.0,-104.8902479,39.73980171,2.0,223.0,East Colfax,0.0,1.0,PEDESTRIAN-OTHER,  ,PEDESTRIAN-OTHER,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,  ,  ,  ,  ,  ,LYING IN ROADWAY,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,1.0,PEDESTRIAN,  ,  ,  ,OTHER,1
132236,132237,2017457292.0,201746000000000.0,5441,2,TRAF - ACCIDENT - FATAL       ,7/11/2017 12:59,,7/11/2017 12:59,E MAPLE AVE / S LOGAN ST,3145493.0,1685315.0,-104.9828303,39.71385465,3.0,311.0,Speer,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,MOTORCYCLE,EAST,GOING STRAIGHT,DISREGARD STOP SIGN,DRIVER INEXPERIENCE,  ,PICKUP TRUCK/UTILITY VAN,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,1.0,MOTORCYCLE,  ,  ,  ,DRIVER INEXPERIENCE,1
139757,139758,2017712640.0,201771000000000.0,5441,0,TRAF - ACCIDENT               ,10/23/2017 17:50,,10/23/2017 18:14,S DALE CT / W CEDAR AVE,3134613.0,1684946.0,-105.0215105,39.71300534,4.0,411.0,Valverde,0.0,0.0,FRONT TO FRONT WITH MV IN TRANSPORT,  ,FRONT TO FRONT WITH MV IN TRANSPORT,ON ROADWAY,INTERSECTION RELATED,STRAIGHT ON-LEVEL,DRY,DAWN OR DUSK,PASSENGER CAR/VAN,SOUTH,MAKING RIGHT TURN,CARELESS DRIVING,AGGRESSIVE DRIVING,  ,PASSENGER CAR/VAN,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,AGGRESSIVE DRIVING,1
122461,122462,2017226511.0,201723000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,4/7/2017 21:45,,4/7/2017 21:45,S STEELE ST / E BAYAUD AVE,3154769.0,1685664.0,-104.94985109999999,39.71466313,3.0,311.0,Cherry Creek,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,OTHER FIXED OBJECT,OTHER FIXED OBJECT,ON ROADWAY,NON INTERSECTION,CURVE ON-LEVEL,DRY,DARK-LIGHTED,SUV,SOUTH,GOING STRAIGHT,RECKLESS DRIVING,AGGRESSIVE DRIVING,  ,SUV,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,SUV,  ,AGGRESSIVE DRIVING,1
50842,50843,2014234575.0,201423000000000.0,5441,0,TRAF - ACCIDENT               ,5/8/2014 17:47,,5/8/2014 18:02,W EVANS AVE / S FEDERAL BLVD,3133680.0,1672421.0,-105.02505959999999,39.67863478,4.0,421.0,Harvey Park,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,INTERSECTION RELATED,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,FOLLOWED TOO CLOSELY,DISTRACTED-OTHER,  ,PASSENGER CAR/VAN,WEST,STOPPED IN TRAFFIC,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,DISTRACTED,1
127098,127099,2016538492.0,201654000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,8/23/2016 20:06,,8/23/2016 21:30,E FLORIDA AVE / S QUEBEC WAY,3169772.0,1676532.0,-104.8967378,39.68933245,3.0,322.0,Indian Creek,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,EAST,GOING STRAIGHT,CARELESS DRIVING,NO APPARENT,  ,BICYCLE,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,BICYCLE,  ,OTHER,1
15918,15919,2019279113.0,201928000000000.0,5441,2,TRAF - ACCIDENT - FATAL       ,5/4/2019 15:45,,5/4/2019 15:45,S SANTA FE DR / W IOWA AVE,3142948.0,1675727.0,-104.99206709999999,39.6875729,3.0,313.0,Overland,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,FRONT TO SIDE WITH MV IN TRANSPORT,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,MOTORCYCLE,NORTH,GOING STRAIGHT,RECKLESS DRIVING,AGGRESSIVE DRIVING,  ,PASSENGER CAR/VAN,WEST,MAKING LEFT TURN,OTHER,NO APPARENT,  ,0.0,2.0,MOTORCYCLE,MOTORCYCLE,  ,  ,AGGRESSIVE DRIVING,1
132240,132241,2016593986.0,201659000000000.0,5441,2,TRAF - ACCIDENT - FATAL       ,9/16/2016 3:41,,9/16/2016 4:24,1800 BLOCK S FEDERAL BLVD,3133701.0,1674074.0,-105.0249543,39.68317237,4.0,422.0,Ruby Hill,0.0,1.0,PEDESTRIAN-OTHER,  ,PEDESTRIAN-OTHER,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,OTHER,EAST,GOING STRAIGHT,  ,  ,CROSS/ENTER NOT AT INTERSECTION,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,1.0,OTHER,  ,  ,  ,OTHER,1
111641,111642,2016567628.0,201657000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,9/4/2016 21:44,,9/4/2016 22:23,1200 BLOCK S FEDERAL BLVD,3133726.0,1678329.0,-105.02478640000001,39.69485299,4.0,422.0,Ruby Hill,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,MOTORCYCLE,SOUTH,GOING STRAIGHT,CARELESS DRIVING,AGGRESSIVE DRIVING,  ,PASSENGER CAR/VAN,SOUTH,STOPPED IN TRAFFIC,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,MOTORCYCLE,  ,AGGRESSIVE DRIVING,1
122465,122466,2017226830.0,201723000000000.0,5441,0,TRAF - ACCIDENT               ,24:00.0,,4/8/2017 1:16,7900 BLOCK E MONTVIEW BLVD,3169924.0,1697679.0,-104.8956979,39.7473821,2.0,223.0,East Colfax,0.0,0.0,OTHER-NONCOLLISION,  ,OTHER-NONCOLLISION,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,SUV,WEST,GOING STRAIGHT,OTHER,OTHER,  ,  ,  ,  ,  ,  ,  ,1.0,0.0,  ,  ,SUV,  ,OTHER,1
132248,132249,2017460489.0,201746000000000.0,5441,0,TRAF - ACCIDENT               ,7/12/2017 17:29,,7/12/2017 17:29,E HAMPDEN AVE / S YOSEMITE ST,3173225.0,1663345.0,-104.88478570000001,39.65306754,3.0,324.0,Hampden South,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,SOUTH,MAKING LEFT TURN,IMPROPER TURN,NO APPARENT,  ,PASSENGER CAR/VAN,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,OTHER,1
50862,50863,2014185576.0,201419000000000.0,5441,2,TRAF - ACCIDENT - FATAL       ,26:00.0,,4/13/2014 2:58,I25 HWYNB / W COLFAX AVE,3136682.0,1694949.0,-105.01396609999999,39.74043541,1.0,123.0,Lincoln Park,0.0,1.0,PEDESTRIAN-OTHER,PEDESTRIAN-OTHER,PEDESTRIAN-OTHER,ON ROADWAY,HIGHWAY INTERCHANGE,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,OTHER,NORTH,  ,  ,  ,WALKING IN ROADWAY AGAINST DIRECTION OF TRAFFIC,HIT AND RUN UNKNOWN,NORTH,GOING STRAIGHT,CARELESS DRIVING,NO APPARENT,  ,0.0,1.0,OTHER,  ,  ,  ,OTHER,1
145140,145141,2017590000.0,201759000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,9/3/2017 1:06,,9/3/2017 1:47,109 S FEDERAL BLVD,3133495.0,1685547.0,-105.0254733,39.71467131,4.0,411.0,Barnum,0.0,0.0,WALL OR BUILDING,OTHER OBJECT,WALL OR BUILDING,RAN OFF RIGHT SIDE,PARKING LOT,STRAIGHT ON-GRADE,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,SOUTH,WEAVING,CARELESS DRIVING,DISTRACTED CELLPHONE,  ,PICKUP TRUCK/UTILITY VAN,  ,PARKED,  ,  ,  ,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,DISTRACTED,1
32506,32507,2013311811.0,201331000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,7/6/2013 19:00,,7/7/2013 1:00,2960 S FEDERAL BLVD,3133825.0,1666520.0,-105.02465420000001,39.66243295,4.0,422.0,College View - South Platte,0.0,0.0,FENCE,  ,FENCE,ON PRIVATE PROPERTY,PARKING LOT,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,MOTORIZED BICYCLE,NORTH,GOING STRAIGHT,CARELESS DRIVING,DRIVER INEXPERIENCE,  ,  ,  ,  ,  ,  ,  ,1.0,0.0,  ,  ,MOTORIZED BICYCLE,  ,DRIVER INEXPERIENCE,1
87879,87880,2015710519.0,201571000000000.0,5441,0,TRAF - ACCIDENT               ,10:00.0,,10:00.0,I70 HWYEB / N HAVANA ST,3178275.0,1708023.0,-104.8657432,39.77562153,5.0,512.0,Stapleton,0.0,0.0,HIGHWAY BARRIER,  ,HIGHWAY BARRIER,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,EAST,GOING STRAIGHT,OTHER,OTHER,  ,  ,  ,  ,  ,  ,  ,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,OTHER,1
50890,50891,2014200242.0,201420000000000.0,5420,0,TRAF - ACCIDENT - DUI/DUID    ,4/20/2014 22:26,,4/20/2014 23:16,S FEDERAL BLVD / W KENTUCKY AVE,3133632.0,1680353.0,-105.02508279999999,39.70041068,4.0,412.0,Westwood,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,INTERSECTION RELATED,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,CARELESS DRIVING,DUI/DWAI/DUID,OTHER,VEHICLE OVER 10000 LBS,SOUTH,STOPPED IN TRAFFIC,OTHER,NO APPARENT,OTHER,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,DUI/DWAI/DUID,1
37590,37591,2013539534.0,201354000000000.0,5401,0,TRAF - ACCIDENT - HIT & RUN   ,41:00.0,,11/8/2013 14:31,N QUIVAS ST / W 6TH AVE,3138641.0,1689472.0,-105.00710579999999,39.72537102,3.0,311.0,Baker,0.0,0.0,BRIDGE STRUCTURE,  ,BRIDGE STRUCTURE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,NORTH,SPUN OUT OF CONTROL,RECKLESS DRIVING,AGGRESSIVE DRIVING,  ,  ,  ,  ,  ,  ,  ,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,AGGRESSIVE DRIVING,1
132194,132195,2017432268.0,201743000000000.0,5441,3,TRAF - ACCIDENT - POLICE      ,7/1/2017 21:14,,7/1/2017 21:14,S FEDERAL BLVD / W CORNELL AVE,3133686.0,1666405.0,-105.02515,39.66211924,4.0,423.0,Harvey Park South,0.0,0.0,FRONT TO FRONT WITH MV IN TRANSPORT,FRONT TO FRONT WITH MV IN TRANSPORT,FRONT TO FRONT WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,PICKUP TRUCK/UTILITY VAN,SOUTH,MAKING LEFT TURN,CARELESS DRIVING,DUI/DWAI/DUID,  ,SUV,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,SUV,  ,DUI/DWAI/DUID,1
50887,50888,2014200058.0,201420000000000.0,5420,0,TRAF - ACCIDENT - DUI/DUID    ,4/20/2014 20:29,,4/20/2014 20:52,W CEDAR AVE / S KNOX CT,3131532.0,1685066.0,-105.0324597,39.713378799999994,4.0,411.0,Barnum,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,INTERSECTION RELATED,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,EAST,MAKING LEFT TURN,CARELESS DRIVING,DUI/DWAI/DUID,OTHER,PASSENGER CAR/VAN,EAST,PARKED,OTHER,NO APPARENT,OTHER,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,DUI/DWAI/DUID,1
43064,43065,2013377384.0,201338000000000.0,5441,0,TRAF - ACCIDENT               ,8/11/2013 10:15,,8/11/2013 10:18,N TOWER RD / E 45TH AVE,3204595.0,1709085.0,-104.7720769,39.77799515,5.0,522.0,Gateway - Green Valley Ranch,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,FAILED TO STOP AT SIGNAL,NO APPARENT,  ,PASSENGER CAR/VAN,SOUTH,MAKING LEFT TURN,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,OTHER,1
